province_name,province_id,owner_name_1763,owner_tag_1763,historical_justification_1763_with_source,current_owner_tag,status,confidence
Arctic,12976,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlas Mountains,12977,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Reggane,12978,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12979,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12980,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Mediterranean,12981,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12982,12982,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Atlantic,12983,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,12984,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12985,12985,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12986,12986,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12987,12987,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12988,12988,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Pacific,12989,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Gulf of Oman,12990,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Gulf of Oman,12991,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Persian Gulf,12992,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV12993,12993,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV12994,12994,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Red,12995,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Strait of Aden,12996,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Gulf of Aden,12997,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Irish,12998,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Caribbean,12999,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV13000,13000,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13001,13001,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13002,13002,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13003,13003,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13004,13004,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13005,13005,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13006,13006,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13007,13007,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13008,13008,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13009,13009,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13010,13010,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13011,13011,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13012,13012,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13013,13013,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
PROV13014,13014,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13015,13015,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13016,13016,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13017,13017,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13018,13018,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Atlantic,13019,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV13020,13020,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13021,13021,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Atlantic,13022,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,13023,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,13024,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,13025,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,13026,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,13027,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
Atlantic,13028,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
North,13029,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV13030,13030,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13031,13031,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13032,13032,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Atlantic,13033,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV13034,13034,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13035,13035,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13036,13036,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13037,13037,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13038,13038,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13039,13039,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
Nile,13040,(unowned — stateless / uncolonised),,No 1763 state controlled this province: stateless/uncolonised zone (culture/population only). See region report in audit_worklists/research/.,,UNOWNED,medium
PROV13041,13041,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13042,13042,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13043,13043,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13044,13044,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13045,13045,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13046,13046,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13047,13047,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13048,13048,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13049,13049,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13050,13050,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13051,13051,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13052,13052,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13053,13053,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13054,13054,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13055,13055,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13056,13056,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13057,13057,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13058,13058,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
PROV13059,13059,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13060,13060,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13061,13061,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13062,13062,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13063,13063,,,sea zone / wasteland / unused placeholder — not land to assign,,UNNAMED-placeholder,n/a
PROV13064,13064,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
PROV13065,13065,Russia,RUS,"E. Europe 1763 (Russia / Poland-Lithuania partition-era): province held by Russia (RUS) in 1763, consistent with the region's 1763 political map. [audit_worklists/research/europe_1763.md]",RUS,OWNED,high
